Age_group,Attrition,BusinessTravel,DailyRate,Department,Distance_group,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46-60,1,Travel_Rarely,607,Research & Development,Near-by,Doctorate degree,Technical Degree,Satisfied,Female,78,Dissatisfied,Mid level Specialist,Manufacturing Director,Very satisfied,Married,10169,14618,0,Y,No,16,Low,Dissatisfied,80,Level 2,31-40,4,Good,31-40,7,1,9
31-45,1,Travel_Rarely,903,Research & Development,Near-by,Bachelors degree,Medical,Satisfied,Male,81,Satisfied,Junior or Associate,Manufacturing Director,Dissatisfied,Married,4855,7653,4,Y,No,11,Low,Very dissatisfied,80,Level 3,1-10,2,Good,1-10,2,1,4
31-45,0,Non-Travel,1200,Research & Development,Near-by,Masters degree,Technical Degree,Very satisfied,Male,62,Satisfied,Junior or Associate,Research Scientist,Very dissatisfied,Married,4087,25174,4,Y,No,14,Low,Dissatisfied,80,Level 2,1-10,3,Average,1-10,5,1,2
46-60,0,Travel_Rarely,1108,Research & Development,Far,Masters degree,Other,Satisfied,Female,65,Satisfied,Entry level,Research Scientist,Very dissatisfied,Married,2367,16530,8,Y,No,12,Low,Very satisfied,80,Level 2,11-20,3,Average,1-10,2,7,6
31-45,0,Travel_Rarely,479,Research & Development,Near-by,Masters degree,Medical,Very dissatisfied,Male,35,Satisfied,Entry level,Research Scientist,Very satisfied,Single,2972,22061,1,Y,No,13,Low,Satisfied,80,Level 1,1-10,4,Bad,1-10,0,0,0
46-60,0,Travel_Rarely,685,Sales,Very far,Doctorate degree,Marketing,Satisfied,Male,60,Dissatisfied,Executive,Manager,Very satisfied,Married,19586,23037,1,Y,No,21,High,Satisfied,80,Level 2,31-40,3,Good,31-40,6,2,13
31-45,0,Travel_Rarely,1351,Research & Development,Near-by,Masters degree,Life Sciences,Dissatisfied,Male,45,Satisfied,Junior or Associate,Research Scientist,Very satisfied,Married,5484,13008,9,Y,No,17,Low,Dissatisfied,80,Level 2,1-10,3,Average,1-10,2,2,1
18-30,0,Travel_Rarely,474,Research & Development,Near-by,Bachelors degree,Life Sciences,Very dissatisfied,Female,89,Satisfied,Entry level,Research Scientist,Very satisfied,Married,2061,11133,1,Y,No,21,High,Very dissatisfied,80,Level 1,1-10,5,Good,1-10,0,0,0
31-45,0,Travel_Rarely,1245,Sales,Far,Bachelors degree,Life Sciences,Satisfied,Male,80,Satisfied,Junior or Associate,Sales Executive,Dissatisfied,Married,9924,12355,0,Y,No,11,Low,Very satisfied,80,Level 2,11-20,3,Good,1-10,8,7,7
31-45,0,Travel_Rarely,437,Sales,Far,Bachelors degree,Life Sciences,Dissatisfied,Female,90,Satisfied,Junior or Associate,Sales Executive,Dissatisfied,Single,4198,16379,2,Y,No,12,Low,Dissatisfied,80,Level 1,1-10,5,Excellent,1-10,2,1,2
31-45,0,Travel_Rarely,884,Sales,Near-by,Masters degree,Life Sciences,Dissatisfied,Female,73,Satisfied,Junior or Associate,Sales Executive,Satisfied,Single,6815,21447,6,Y,No,13,Low,Very dissatisfied,80,Level 1,11-20,5,Good,1-10,0,0,0
18-30,0,Travel_Rarely,1370,Research & Development,Near-by,Technical Training,Medical,Dissatisfied,Male,87,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Single,4723,16213,1,Y,Yes,18,Low,Very satisfied,80,Level 1,11-20,3,Good,11-20,9,1,5
31-45,0,Travel_Rarely,670,Research & Development,Far,Masters degree,Medical,Very dissatisfied,Female,51,Satisfied,Junior or Associate,Healthcare Representative,Satisfied,Single,6142,4223,3,Y,Yes,16,Low,Satisfied,80,Level 1,11-20,4,Good,1-10,2,0,4
31-45,0,Travel_Rarely,1462,Sales,Near-by,Bachelors degree,Medical,Very satisfied,Male,38,Very satisfied,Mid level Specialist,Sales Executive,Satisfied,Married,8237,4658,2,Y,No,11,Low,Very dissatisfied,80,Level 2,11-20,3,Good,1-10,6,7,6
18-30,0,Travel_Frequently,995,Research & Development,Near-by,Technical Training,Life Sciences,Very dissatisfied,Male,87,Satisfied,Junior or Associate,Healthcare Representative,Very satisfied,Divorced,8853,24483,1,Y,No,19,Low,Very satisfied,80,Level 2,1-10,0,Excellent,1-10,4,1,3
46-60,0,Travel_Rarely,264,Sales,Near-by,Bachelors degree,Marketing,Satisfied,Male,59,Satisfied,Executive,Manager,Satisfied,Married,19331,19519,4,Y,Yes,16,Low,Satisfied,80,Level 2,21-30,2,Good,1-10,0,0,0
18-30,0,Travel_Rarely,977,Research & Development,Far,Bachelors degree,Technical Degree,Very satisfied,Male,45,Very satisfied,Entry level,Research Scientist,Satisfied,Married,2073,12826,2,Y,No,16,Low,Very satisfied,80,Level 2,1-10,2,Good,1-10,2,2,2
31-45,0,Travel_Frequently,1302,Research & Development,Near-by,Masters degree,Life Sciences,Very dissatisfied,Male,80,Very satisfied,Junior or Associate,Laboratory Technician,Very dissatisfied,Married,5562,19711,3,Y,Yes,13,Low,Very satisfied,80,Level 2,1-10,3,Good,1-10,2,0,2
31-45,0,Travel_Rarely,1059,Research & Development,Near-by,College,Other,Very satisfied,Male,93,Dissatisfied,Executive,Manager,Very satisfied,Single,19613,26362,8,Y,No,22,High,Very satisfied,80,Level 1,21-30,2,Good,1-10,0,0,1
31-45,0,Travel_Rarely,750,Research & Development,Very far,Bachelors degree,Life Sciences,Dissatisfied,Male,46,Very satisfied,Junior or Associate,Laboratory Technician,Satisfied,Married,3407,25348,1,Y,No,17,Low,Very satisfied,80,Level 3,11-20,3,Average,11-20,9,6,8
31-45,0,Travel_Frequently,653,Research & Development,Far,Masters degree,Technical Degree,Very satisfied,Male,92,Dissatisfied,Junior or Associate,Healthcare Representative,Satisfied,Married,5063,15332,1,Y,No,14,Low,Dissatisfied,80,Level 2,1-10,3,Average,1-10,2,7,7
31-45,0,Travel_Rarely,118,Sales,Far,College,Life Sciences,Very satisfied,Female,84,Satisfied,Junior or Associate,Sales Executive,Very dissatisfied,Married,4639,11262,1,Y,No,15,Low,Satisfied,80,Level 2,1-10,2,Good,1-10,4,1,2
31-45,0,Travel_Rarely,990,Research & Development,Very far,Bachelors degree,Technical Degree,Very satisfied,Male,87,Very satisfied,Entry level,Laboratory Technician,Dissatisfied,Divorced,4876,5855,5,Y,No,12,Low,Satisfied,80,Level 2,1-10,0,Good,1-10,4,0,2
31-45,0,Travel_Rarely,1349,Research & Development,Near-by,College,Life Sciences,Satisfied,Male,63,Dissatisfied,Entry level,Laboratory Technician,Very satisfied,Married,2690,7713,1,Y,No,18,Low,Very satisfied,80,Level 2,1-10,5,Average,1-10,0,0,1
46-60,0,Travel_Rarely,563,Sales,Near-by,Masters degree,Life Sciences,Very satisfied,Male,56,Very satisfied,Senior,Manager,Very dissatisfied,Single,17567,3156,1,Y,No,15,Low,Dissatisfied,80,Level 1,21-30,5,Bad,21-30,0,0,12
18-30,1,Travel_Rarely,329,Research & Development,Very far,Bachelors degree,Medical,Satisfied,Male,51,Satisfied,Entry level,Laboratory Technician,Dissatisfied,Married,2408,7324,1,Y,Yes,17,Low,Satisfied,80,Level 4,1-10,3,Good,1-10,1,0,0
18-30,0,Non-Travel,457,Research & Development,Very far,College,Other,Dissatisfied,Female,85,Dissatisfied,Entry level,Research Scientist,Satisfied,Married,2814,10293,1,Y,Yes,14,Low,Dissatisfied,80,Level 1,1-10,2,Average,1-10,2,1,3
46-60,0,Travel_Frequently,1234,Research & Development,Very far,Doctorate degree,Medical,Dissatisfied,Male,41,Satisfied,Senior,Healthcare Representative,Satisfied,Married,11245,20689,2,Y,Yes,15,Low,Satisfied,80,Level 2,31-40,3,Good,31-40,8,12,13
31-45,0,Travel_Rarely,634,Research & Development,Near-by,Masters degree,Other,Dissatisfied,Female,35,Very satisfied,Entry level,Research Scientist,Very satisfied,Married,3312,18783,3,Y,No,17,Low,Very satisfied,80,Level 3,1-10,3,Good,1-10,2,0,2
31-45,0,Travel_Rarely,1313,Research & Development,Near-by,Bachelors degree,Medical,Dissatisfied,Female,31,Satisfied,Executive,Research Director,Very satisfied,Divorced,19049,3549,0,Y,Yes,14,Low,Very satisfied,80,Level 2,21-30,4,Average,21-30,7,1,10
18-30,0,Travel_Rarely,241,Research & Development,Near-by,Bachelors degree,Medical,Dissatisfied,Male,48,Dissatisfied,Entry level,Research Scientist,Dissatisfied,Married,2141,5348,1,Y,No,12,Low,Dissatisfied,80,Level 2,1-10,3,Average,1-10,4,1,1
31-45,0,Travel_Rarely,1015,Research & Development,Near-by,Doctorate degree,Medical,Satisfied,Female,50,Very dissatisfied,Junior or Associate,Laboratory Technician,Very dissatisfied,Single,5769,23447,1,Y,Yes,14,Low,Very dissatisfied,80,Level 1,11-20,3,Good,11-20,7,1,4
31-45,0,Non-Travel,336,Sales,Very far,Bachelors degree,Marketing,Very dissatisfied,Male,52,Dissatisfied,Junior or Associate,Sales Executive,Very dissatisfied,Married,4385,24162,1,Y,No,15,Low,Very dissatisfied,80,Level 2,11-20,2,Good,11-20,7,4,5
31-45,0,Travel_Frequently,715,Sales,Near-by,Masters degree,Other,Very satisfied,Male,54,Satisfied,Junior or Associate,Sales Executive,Very dissatisfied,Single,5332,21602,7,Y,No,13,Low,Very satisfied,80,Level 1,11-20,3,Good,1-10,2,0,3
31-45,0,Travel_Rarely,559,Research & Development,Far,Masters degree,Life Sciences,Satisfied,Female,76,Satisfied,Junior or Associate,Manufacturing Director,Satisfied,Married,4663,12421,9,Y,Yes,12,Low,Dissatisfied,80,Level 3,1-10,2,Good,1-10,2,1,1
31-45,0,Travel_Frequently,426,Research & Development,Far,Masters degree,Life Sciences,Satisfied,Male,42,Very satisfied,Junior or Associate,Manufacturing Director,Very satisfied,Divorced,4724,17000,1,Y,No,13,Low,Very dissatisfied,80,Level 2,1-10,3,Good,1-10,7,7,2
46-60,0,Travel_Rarely,722,Research & Development,Very far,Masters degree,Life Sciences,Satisfied,Female,84,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Married,3211,22102,1,Y,No,14,Low,Very satisfied,80,Level 2,11-20,3,Average,1-10,6,1,4
31-45,0,Travel_Rarely,1387,Research & Development,Far,Doctorate degree,Medical,Dissatisfied,Male,76,Satisfied,Junior or Associate,Manufacturing Director,Very dissatisfied,Married,5377,3835,2,Y,No,13,Low,Very satisfied,80,Level 4,11-20,3,Good,1-10,7,7,7
18-30,0,Travel_Rarely,1302,Research & Development,Far,Bachelors degree,Other,Very satisfied,Male,67,Dissatisfied,Entry level,Laboratory Technician,Very dissatisfied,Divorced,4066,16290,1,Y,No,11,Low,Very dissatisfied,80,Level 3,1-10,3,Good,1-10,7,0,7
31-45,0,Travel_Rarely,819,Research & Development,Far,Doctorate degree,Life Sciences,Dissatisfied,Male,48,Very satisfied,Junior or Associate,Research Scientist,Very dissatisfied,Married,5208,26312,1,Y,No,11,Low,Very satisfied,80,Level 1,11-20,2,Good,11-20,15,1,10
18-30,0,Travel_Rarely,580,Research & Development,Very far,Bachelors degree,Medical,Dissatisfied,Female,39,Very dissatisfied,Junior or Associate,Manufacturing Director,Very dissatisfied,Divorced,4877,20460,0,Y,No,21,High,Dissatisfied,80,Level 2,1-10,5,Average,1-10,3,0,0
18-30,0,Travel_Rarely,546,Research & Development,Near-by,Technical Training,Medical,Satisfied,Male,97,Satisfied,Entry level,Research Scientist,Very satisfied,Single,3117,26009,1,Y,No,18,Low,Satisfied,80,Level 1,1-10,2,Good,1-10,2,2,2
18-30,1,Travel_Frequently,544,Sales,Near-by,College,Medical,Dissatisfied,Female,70,Satisfied,Entry level,Sales Representative,Very satisfied,Single,1569,18420,1,Y,Yes,12,Low,Satisfied,80,Level 1,1-10,2,Excellent,1-10,0,0,0
46-60,0,Travel_Rarely,1176,Human Resources,Very far,Masters degree,Life Sciences,Very satisfied,Female,98,Satisfied,Executive,Manager,Satisfied,Married,19658,5220,3,Y,No,11,Low,Satisfied,80,Level 2,21-30,2,Good,1-10,2,1,0
31-45,0,Travel_Rarely,170,Research & Development,Near-by,College,Medical,Satisfied,Male,76,Dissatisfied,Junior or Associate,Laboratory Technician,Satisfied,Divorced,3069,10302,0,Y,No,15,Low,Very satisfied,80,Level 2,11-20,3,Good,11-20,8,0,7
31-45,0,Travel_Rarely,884,Research & Development,Far,Bachelors degree,Life Sciences,Very dissatisfied,Female,80,Dissatisfied,Mid level Specialist,Manufacturing Director,Satisfied,Married,10435,25800,1,Y,No,13,Low,Very satisfied,80,Level 3,11-20,2,Good,11-20,15,14,12
31-45,0,Non-Travel,208,Research & Development,Near-by,Masters degree,Life Sciences,Satisfied,Female,52,Satisfied,Junior or Associate,Healthcare Representative,Satisfied,Married,4148,12250,1,Y,No,12,Low,Very satisfied,80,Level 2,11-20,5,Good,11-20,11,2,9
31-45,0,Travel_Rarely,671,Research & Development,Far,Bachelors degree,Life Sciences,Satisfied,Male,85,Satisfied,Junior or Associate,Manufacturing Director,Satisfied,Married,5768,26493,3,Y,No,17,Low,Very dissatisfied,80,Level 4,1-10,2,Average,1-10,3,0,2
31-45,0,Travel_Frequently,711,Research & Development,Near-by,Bachelors degree,Medical,Very dissatisfied,Female,81,Satisfied,Junior or Associate,Manufacturing Director,Satisfied,Single,5042,3140,0,Y,No,13,Low,Very satisfied,80,Level 1,11-20,2,Bad,1-10,2,3,8
31-45,0,Travel_Rarely,1329,Research & Development,Near-by,College,Other,Very satisfied,Female,59,Dissatisfied,Junior or Associate,Manufacturing Director,Very satisfied,Divorced,5770,5388,1,Y,No,19,Low,Very dissatisfied,80,Level 3,11-20,3,Good,11-20,7,3,9
31-45,0,Travel_Rarely,397,Research & Development,Near-by,College,Medical,Very satisfied,Female,54,Dissatisfied,Mid level Specialist,Manufacturing Director,Satisfied,Married,7756,14199,3,Y,Yes,19,Low,Very satisfied,80,Level 2,11-20,6,Excellent,1-10,4,0,2
31-45,1,Travel_Rarely,737,Sales,Far,Bachelors degree,Medical,Very satisfied,Male,55,Dissatisfied,Mid level Specialist,Sales Executive,Very dissatisfied,Married,10306,21530,9,Y,No,17,Low,Satisfied,80,Level 1,11-20,3,Good,11-20,12,6,0
31-45,0,Travel_Rarely,1470,Research & Development,Far,Bachelors degree,Medical,Dissatisfied,Female,71,Satisfied,Entry level,Research Scientist,Dissatisfied,Married,3936,9953,1,Y,No,11,Low,Very dissatisfied,80,Level 2,1-10,2,Bad,1-10,4,7,7
31-45,0,Travel_Rarely,448,Research & Development,Far,Bachelors degree,Life Sciences,Satisfied,Female,84,Satisfied,Mid level Specialist,Manufacturing Director,Very satisfied,Single,7945,19948,6,Y,Yes,15,Low,Very satisfied,80,Level 1,11-20,2,Average,1-10,2,3,3
31-45,0,Travel_Frequently,602,Human Resources,Near-by,Doctorate degree,Human Resources,Very dissatisfied,Male,37,Satisfied,Junior or Associate,Human Resources,Very satisfied,Married,5743,10503,4,Y,Yes,11,Low,Satisfied,80,Level 1,11-20,3,Good,11-20,7,0,2
46-60,0,Travel_Frequently,365,Research & Development,Near-by,Doctorate degree,Medical,Satisfied,Male,89,Dissatisfied,Senior,Manager,Very satisfied,Married,15202,5602,2,Y,No,25,High,Dissatisfied,80,Level 2,21-30,3,Good,1-10,2,2,2
31-45,1,Travel_Rarely,763,Sales,Far,College,Medical,Very dissatisfied,Male,59,Very dissatisfied,Junior or Associate,Sales Executive,Very satisfied,Divorced,5440,22098,6,Y,Yes,14,Low,Very satisfied,80,Level 3,1-10,2,Average,1-10,2,2,2
18-30,0,Travel_Frequently,567,Research & Development,Near-by,Technical Training,Technical Degree,Very dissatisfied,Female,32,Satisfied,Entry level,Research Scientist,Very satisfied,Single,3760,17218,1,Y,Yes,13,Low,Satisfied,80,Level 1,1-10,2,Good,1-10,3,1,3
18-30,0,Travel_Rarely,486,Research & Development,Near-by,Bachelors degree,Medical,Dissatisfied,Female,86,Very satisfied,Entry level,Research Scientist,Satisfied,Married,3517,22490,7,Y,No,17,Low,Very dissatisfied,80,Level 1,1-10,0,Good,1-10,2,0,2
18-30,0,Travel_Frequently,591,Research & Development,Near-by,Bachelors degree,Medical,Very satisfied,Male,87,Satisfied,Entry level,Research Scientist,Very satisfied,Single,2580,6297,2,Y,No,13,Low,Satisfied,80,Level 1,1-10,0,Average,1-10,2,1,2
31-45,1,Travel_Rarely,1329,Research & Development,Near-by,Bachelors degree,Life Sciences,Very dissatisfied,Male,73,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Single,2166,3339,3,Y,Yes,14,Low,Dissatisfied,80,Level 1,11-20,3,Bad,1-10,2,0,3
18-30,0,Travel_Rarely,469,Sales,Far,Bachelors degree,Medical,Satisfied,Male,42,Dissatisfied,Junior or Associate,Sales Executive,Satisfied,Single,5869,23413,9,Y,No,11,Low,Satisfied,80,Level 1,1-10,2,Good,1-10,2,1,4
31-45,0,Travel_Rarely,711,Research & Development,Near-by,Masters degree,Life Sciences,Dissatisfied,Female,42,Satisfied,Mid level Specialist,Healthcare Representative,Very dissatisfied,Married,8008,22792,4,Y,No,12,Low,Satisfied,80,Level 3,1-10,6,Good,1-10,2,0,2
18-30,0,Travel_Frequently,772,Research & Development,Near-by,Technical Training,Life Sciences,Very satisfied,Male,77,Very satisfied,Junior or Associate,Manufacturing Director,Satisfied,Divorced,5206,4973,1,Y,No,17,Low,Satisfied,80,Level 3,1-10,6,Good,1-10,7,0,7
31-45,0,Travel_Rarely,492,Research & Development,Far,Bachelors degree,Medical,Very satisfied,Male,66,Satisfied,Junior or Associate,Manufacturing Director,Dissatisfied,Married,5295,7693,4,Y,No,21,High,Satisfied,80,Level 1,1-10,3,Good,1-10,4,1,0
46-60,0,Travel_Rarely,301,Research & Development,Very far,Masters degree,Other,Very dissatisfied,Female,72,Satisfied,Senior,Research Director,Dissatisfied,Married,16413,3498,3,Y,No,16,Low,Dissatisfied,80,Level 3,21-30,2,Good,1-10,2,1,2
46-60,0,Travel_Rarely,813,Research & Development,Far,Doctorate degree,Life Sciences,Very satisfied,Female,50,Dissatisfied,Mid level Specialist,Research Director,Very dissatisfied,Divorced,13269,21981,5,Y,No,15,Low,Satisfied,80,Level 4,11-20,3,Good,11-20,11,1,11
18-30,0,Travel_Rarely,1141,Sales,Near-by,Bachelors degree,Medical,Satisfied,Female,31,Satisfied,Entry level,Sales Representative,Satisfied,Single,2783,13251,1,Y,No,19,Low,Very dissatisfied,80,Level 1,1-10,3,Good,1-10,2,2,2
31-45,0,Travel_Rarely,1130,Research & Development,Near-by,Bachelors degree,Life Sciences,Very satisfied,Female,66,Satisfied,Junior or Associate,Research Scientist,Dissatisfied,Divorced,5433,19332,1,Y,No,12,Low,Satisfied,80,Level 2,11-20,2,Good,11-20,8,7,9
31-45,0,Travel_Rarely,311,Research & Development,Near-by,Bachelors degree,Life Sciences,Very dissatisfied,Male,77,Satisfied,Entry level,Laboratory Technician,Dissatisfied,Single,2013,10950,2,Y,No,11,Low,Satisfied,80,Level 1,11-20,4,Good,1-10,3,1,3
46-60,0,Travel_Rarely,465,Research & Development,Near-by,Technical Training,Life Sciences,Satisfied,Female,41,Dissatisfied,Senior,Healthcare Representative,Satisfied,Married,13966,11652,2,Y,Yes,19,Low,Dissatisfied,80,Level 2,31-40,3,Good,11-20,11,2,12
31-45,0,Non-Travel,894,Research & Development,Near-by,Masters degree,Medical,Very satisfied,Female,33,Dissatisfied,Junior or Associate,Manufacturing Director,Satisfied,Married,4374,15411,0,Y,No,15,Low,Satisfied,80,Level 1,1-10,6,Good,1-10,2,1,2
31-45,0,Travel_Rarely,1040,Research & Development,Near-by,College,Life Sciences,Very satisfied,Male,79,Very satisfied,Junior or Associate,Healthcare Representative,Very dissatisfied,Divorced,6842,26308,6,Y,No,20,High,Very dissatisfied,80,Level 2,11-20,3,Good,1-10,4,0,4
46-60,0,Travel_Rarely,584,Research & Development,Very far,Doctorate degree,Medical,Dissatisfied,Female,91,Satisfied,Senior,Manager,Satisfied,Married,17426,18685,3,Y,No,25,High,Satisfied,80,Level 2,31-40,6,Good,11-20,8,4,7
31-45,0,Travel_Rarely,1291,Research & Development,Far,College,Life Sciences,Satisfied,Male,65,Dissatisfied,Senior,Research Director,Satisfied,Married,17603,3525,1,Y,No,24,High,Very dissatisfied,80,Level 2,11-20,3,Good,11-20,10,6,11
31-45,1,Travel_Frequently,880,Sales,Far,Masters degree,Other,Very satisfied,Male,36,Satisfied,Junior or Associate,Sales Executive,Very satisfied,Single,4581,10414,3,Y,Yes,24,High,Very dissatisfied,80,Level 1,11-20,2,Excellent,11-20,9,6,7
31-45,0,Travel_Frequently,1189,Research & Development,Near-by,Bachelors degree,Life Sciences,Very satisfied,Male,90,Satisfied,Junior or Associate,Research Scientist,Very satisfied,Married,4735,9867,7,Y,No,15,Low,Very satisfied,80,Level 3,11-20,4,Excellent,11-20,11,2,9
18-30,0,Travel_Rarely,991,Sales,Near-by,Bachelors degree,Medical,Very dissatisfied,Male,43,Dissatisfied,Junior or Associate,Sales Executive,Dissatisfied,Divorced,4187,3356,1,Y,Yes,13,Low,Dissatisfied,80,Level 2,11-20,3,Average,11-20,0,0,9
31-45,0,Travel_Rarely,392,Sales,Near-by,Masters degree,Medical,Very satisfied,Male,93,Satisfied,Junior or Associate,Sales Executive,Very satisfied,Divorced,5505,3921,1,Y,No,14,Low,Satisfied,80,Level 3,1-10,5,Good,1-10,2,0,4
31-45,0,Travel_Rarely,977,Research & Development,Near-by,Bachelors degree,Medical,Very satisfied,Male,45,Satisfied,Junior or Associate,Research Scientist,Dissatisfied,Divorced,5470,25518,0,Y,No,13,Low,Satisfied,80,Level 3,11-20,4,Average,1-10,5,1,6
31-45,0,Travel_Rarely,1112,Sales,Near-by,Masters degree,Life Sciences,Very dissatisfied,Female,67,Satisfied,Junior or Associate,Sales Executive,Very satisfied,Married,5476,22589,1,Y,No,11,Low,Very dissatisfied,80,Level 3,11-20,2,Good,11-20,0,0,2
46-60,0,Travel_Rarely,464,Research & Development,Far,Bachelors degree,Medical,Very satisfied,Female,74,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Divorced,2587,24941,4,Y,Yes,16,Low,Dissatisfied,80,Level 2,11-20,2,Average,1-10,2,2,2
31-45,0,Travel_Frequently,148,Research & Development,Near-by,Bachelors degree,Medical,Very satisfied,Female,42,Dissatisfied,Entry level,Laboratory Technician,Dissatisfied,Single,2440,23826,1,Y,No,22,High,Dissatisfied,80,Level 1,1-10,3,Good,1-10,3,3,3
46-60,0,Travel_Rarely,1225,Sales,Near-by,Masters degree,Life Sciences,Dissatisfied,Female,47,Very satisfied,Senior,Manager,Dissatisfied,Divorced,15972,21086,6,Y,No,14,Low,Satisfied,80,Level 4,21-30,2,Good,1-10,2,1,2
46-60,0,Travel_Rarely,809,Research & Development,Near-by,Bachelors degree,Life Sciences,Satisfied,Male,36,Satisfied,Senior,Manager,Satisfied,Single,15379,22384,4,Y,No,14,Low,Very dissatisfied,80,Level 1,21-30,2,Good,1-10,7,0,0
31-45,0,Travel_Rarely,1206,Sales,Very far,College,Life Sciences,Very satisfied,Male,80,Satisfied,Mid level Specialist,Sales Executive,Satisfied,Single,7082,11591,3,Y,Yes,16,Low,Very satisfied,80,Level 1,21-30,2,Good,1-10,0,0,2
18-30,0,Travel_Rarely,727,Sales,Near-by,Technical Training,Life Sciences,Very satisfied,Male,54,Satisfied,Entry level,Sales Representative,Very dissatisfied,Single,2728,21082,1,Y,No,11,Low,Very dissatisfied,80,Level 1,1-10,3,Good,1-10,2,0,2
31-45,0,Non-Travel,530,Sales,Far,Bachelors degree,Life Sciences,Satisfied,Female,36,Satisfied,Junior or Associate,Sales Executive,Very satisfied,Divorced,5368,16130,1,Y,Yes,25,High,Satisfied,80,Level 2,1-10,2,Good,1-10,5,1,2
31-45,0,Travel_Rarely,1351,Research & Development,Very far,Masters degree,Life Sciences,Very dissatisfied,Male,80,Satisfied,Junior or Associate,Healthcare Representative,Satisfied,Married,5347,7419,6,Y,No,14,Low,Dissatisfied,80,Level 3,11-20,2,Average,1-10,2,0,2
31-45,0,Travel_Rarely,528,Human Resources,Near-by,Bachelors degree,Life Sciences,Satisfied,Female,44,Satisfied,Entry level,Human Resources,Very satisfied,Divorced,3195,4167,4,Y,Yes,18,Low,Very dissatisfied,80,Level 4,1-10,2,Good,1-10,2,2,2
18-30,1,Travel_Rarely,1320,Research & Development,Near-by,Technical Training,Medical,Very satisfied,Male,93,Dissatisfied,Entry level,Laboratory Technician,Satisfied,Single,3989,20586,1,Y,Yes,11,Low,Very dissatisfied,80,Level 1,1-10,2,Good,1-10,4,1,2
31-45,0,Travel_Rarely,1495,Research & Development,Near-by,College,Medical,Very satisfied,Female,87,Satisfied,Entry level,Laboratory Technician,Satisfied,Married,3306,26176,7,Y,No,19,Low,Very satisfied,80,Level 2,1-10,5,Average,1-10,0,0,0
46-60,0,Travel_Rarely,1395,Research & Development,Very far,Masters degree,Medical,Dissatisfied,Male,48,Very satisfied,Mid level Specialist,Healthcare Representative,Very satisfied,Married,7005,3458,3,Y,No,15,Low,Satisfied,80,Level 1,11-20,2,Good,1-10,3,1,2
46-60,1,Travel_Frequently,708,Sales,Near-by,College,Medical,Very satisfied,Female,95,Satisfied,Entry level,Sales Representative,Satisfied,Married,2655,11740,2,Y,Yes,11,Low,Satisfied,80,Level 3,11-20,3,Good,1-10,7,7,7
31-45,1,Travel_Rarely,1259,Research & Development,Near-by,Masters degree,Life Sciences,Very satisfied,Male,95,Satisfied,Entry level,Laboratory Technician,Dissatisfied,Single,1393,24852,1,Y,No,12,Low,Very dissatisfied,80,Level 1,1-10,2,Good,1-10,0,0,0
18-30,0,Non-Travel,786,Research & Development,Near-by,Bachelors degree,Medical,Very satisfied,Male,76,Satisfied,Entry level,Laboratory Technician,Very satisfied,Single,2570,11925,1,Y,No,20,High,Satisfied,80,Level 1,1-10,5,Good,1-10,7,5,7
46-60,0,Travel_Rarely,1441,Research & Development,Very far,Bachelors degree,Technical Degree,Very dissatisfied,Male,94,Dissatisfied,Entry level,Research Scientist,Dissatisfied,Divorced,3537,23737,5,Y,No,12,Low,Very satisfied,80,Level 2,1-10,1,Good,1-10,2,1,2
31-45,0,Travel_Rarely,1157,Research & Development,Near-by,College,Medical,Dissatisfied,Male,57,Dissatisfied,Junior or Associate,Laboratory Technician,Very satisfied,Married,3986,11912,1,Y,No,14,Low,Satisfied,80,Level 2,11-20,3,Excellent,11-20,10,4,13
46-60,0,Travel_Rarely,370,Research & Development,Near-by,Masters degree,Medical,Satisfied,Male,92,Very dissatisfied,Mid level Specialist,Healthcare Representative,Very satisfied,Divorced,10883,20467,3,Y,No,20,High,Satisfied,80,Level 2,11-20,2,Excellent,1-10,0,0,0
31-45,0,Travel_Rarely,267,Research & Development,Very far,Bachelors degree,Medical,Dissatisfied,Male,79,Very satisfied,Entry level,Laboratory Technician,Dissatisfied,Married,2028,13637,1,Y,No,18,Low,Very satisfied,80,Level 4,11-20,6,Good,11-20,11,2,13
31-45,0,Travel_Frequently,1278,Sales,Near-by,Masters degree,Medical,Satisfied,Male,31,Very dissatisfied,Junior or Associate,Sales Executive,Very satisfied,Divorced,9525,7677,1,Y,No,14,Low,Satisfied,80,Level 3,1-10,2,Average,1-10,3,1,3
31-45,0,Travel_Rarely,678,Research & Development,Far,Bachelors degree,Life Sciences,Dissatisfied,Female,35,Dissatisfied,Entry level,Research Scientist,Very satisfied,Married,2929,20338,1,Y,No,12,Low,Dissatisfied,80,Level 1,11-20,3,Good,11-20,9,8,7
